,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
99,22691,Starknet,STRK,starknet-token,298,2024-02-20T12:19:19.000Z,"['privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups', 'modular-blockchain', 'starknet-ecosystem', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",10000000000.0,5042911293.348971,10000000000.0,False,829137723.47,,100,5042911293.35,418126798.94128114,,2026-01-02T13:35:00.000Z,0.08291377234667159,42839510.6988402,9.1497,1.19453389,4.20493857,3.90842559,-33.93440262,-22.355582,-44.19575103,418126798.9411958,0.0138,829137723.47,,2026-01-02T13:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,2026-01-02 13:37:02.171509
0,1,Bitcoin,BTC,bitcoin,12510,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19970525.0,19970525.0,False,1784526369797.97,,1,,,,2026-01-02T13:36:00.000Z,89358.00985692517,27744290937.643265,-2.696,-0.02891336,1.71497331,0.64954792,-4.06597216,-17.22190732,-27.03140621,1784526369797.9705,58.8401,1876518206995.43,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
1,1027,Ethereum,ETH,ethereum,11334,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694892.55857356,120694892.55857356,True,367891720745.09,,2,,,,2026-01-02T13:36:00.000Z,3048.113411812769,15006125320.655468,8.7279,-0.07543904,2.28956915,2.37793619,-1.44469844,-18.06422229,-32.34799364,367891720745.08923,12.1303,367891720745.09,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
2,825,Tether USDt,USDT,tether,164836,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,187101343451.70065,189851513995.835,True,189655911527.09,,3,,,,2026-01-02T13:36:00.000Z,0.9989697081438704,65792108724.32535,4.7145,0.00965434,0.038522,-0.04947916,-0.12644213,-0.1115772,-0.16929826,186908574461.27145,6.1628,189655911527.09,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-02 13:38:02.943607
3,1839,BNB,BNB,bnb,3040,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734512.59,137734512.59,137734512.59,False,119890128563.12,,4,,,,2026-01-02T13:36:00.000Z,870.4436259923052,1648321684.5901585,-22.1678,0.14576547,1.36807345,3.39119119,-3.68866775,-14.42191167,-24.20581669,119890128563.12242,3.9531,119890128563.12,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
4,52,XRP,XRP,xrp,1777,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60676393849.0,99985734415.0,False,190022347578.84,,5,,,,2026-01-02T13:36:00.000Z,1.900494592459916,1798444209.2412655,-7.9638,0.28539513,2.49942755,1.42053701,-12.7462526,-21.25568469,-36.68572589,115315158399.9926,3.8022,190049459245.99,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
5,3408,USDC,USDC,usd-coin,35947,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,75238190448.38695,75238190448.38695,False,75207236307.75,,6,60901219650.23,60876163958.346214,,2026-01-02T13:36:00.000Z,0.9995885847274046,7051011398.380892,-7.8328,-0.01502812,-0.02102591,-0.04558468,-0.03168379,-0.08132247,-0.0340849,75207236307.75404,2.4798,75207236307.75,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-02 13:38:02.943607
6,5426,Solana,SOL,solana,1070,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,563155444.4284632,617409239.2990017,True,79245706497.21,,7,525236893.3,67415202168.36731,,2026-01-02T13:36:00.000Z,128.35199322120297,3201894499.2415977,-3.9787,0.28851425,2.75164719,3.47712708,-9.48087087,-27.13171199,-44.04099278,72282123785.76566,2.3833,79245706497.21,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
7,1958,TRON,TRX,tron,1273,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94695156045.58687,94695155429.40906,True,26959734859.26,,8,94667886298.43,26951971330.7262,,2026-01-02T13:37:00.000Z,0.28470025459069725,439150987.67253447,6.7347,-0.01945132,0.19083464,2.27672687,1.55337832,-2.33144499,-16.46967554,26959735034.684387,0.8889,26959734859.26,,2026-01-02T13:37:00.000Z,,,,,,2026-01-02 13:38:02.943607
8,74,Dogecoin,DOGE,dogecoin,1363,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168149723126.57907,168149723126.57907,True,22171036495.5,,9,,,,2026-01-02T13:36:00.000Z,0.1318529467860461,2124948139.7074745,77.5466,1.28725088,9.21095082,4.8215075,-11.99359042,-24.57434168,-47.56686807,22171036495.497215,0.731,22171036495.5,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
9,2010,Cardano,ADA,cardano,1656,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35943276887.330574,44994348263.84309,False,16397361082.75,,10,37997904336.0,13847636021.561836,,2026-01-02T13:37:00.000Z,0.36443157230758905,631683758.9789506,1.2806,0.7543499,6.95574016,2.22874761,-16.4615221,-36.7631329,-57.02147503,13098864909.936907,0.4319,16399420753.84,,2026-01-02T13:37:00.000Z,,,,,,2026-01-02 13:38:02.943607
10,1831,Bitcoin Cash,BCH,bitcoin-cash,1109,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19975290.625,19975290.625,False,11887235224.93,,11,,,,2026-01-02T13:36:00.000Z,595.096984974433,338687606.5519846,27.5951,0.17494331,0.46956225,-1.56746741,0.8455874,13.75391327,0.73129532,11887235224.925556,0.392,12497036684.46,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
11,1975,Chainlink,LINK,chainlink,2175,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,13015468043.74,,12,,,,2026-01-02T13:36:00.000Z,13.015468043740945,662730832.5416996,50.4344,0.50114233,6.32294874,4.54196294,-10.48768871,-18.97411134,-41.00918432,9216252537.199549,0.3039,13015468043.74,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-02 13:38:02.943607
12,3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921733225.9,985239504.0,False,9472745749.89,,13,,,,2026-01-02T13:37:00.000Z,9.614662943817908,538915.96972888,-53.7677,-0.14106874,1.0985497,13.73005654,2.10498646,0.85003299,-0.0723224,8862154291.146471,0.2922,9472745749.89,,2026-01-02T13:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-02 13:38:02.943607
13,32196,Hyperliquid,HYPE,hyperliquid,222,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,23552638435.81,,14,333931719.0,8178440495.680692,,2026-01-02T13:36:00.000Z,24.491355658492242,262182532.0896058,63.3118,-0.07904262,-4.44929551,-2.35224084,-28.12206056,-40.80423344,-49.62888942,8311083718.618632,0.274,23552638435.81,,2026-01-02T13:36:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-01-02 13:38:02.943607
14,1437,Zcash,ZEC,zcash,559,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16466891.5405448,16466891.5405448,False,8177810110.53,,15,,,,2026-01-02T13:36:00.000Z,496.6213623496277,580030800.0859294,7.4407,-0.70042184,-5.89592538,11.01074918,45.80696259,25.86451916,243.77369142,8177810110.528918,0.2696,10429048609.34,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
15,328,Monero,XMR,monero,347,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,7758959889.15,,16,,,,2026-01-02T13:36:00.000Z,420.6140584020452,65622504.93111334,17.6058,0.00864664,-0.93001663,-4.37087239,3.83247739,20.14756649,29.80958788,7758959889.146851,0.2558,7758959889.15,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
16,512,Stellar,XLM,stellar,792,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32384997074.914433,50001786883.65895,False,10585634926.13,,17,31531408660.0,6675361053.754851,,2026-01-02T13:36:00.000Z,0.21170513267372848,149058914.17607367,-0.9812,0.82946195,3.55446503,-2.15340569,-17.29862359,-27.38824282,-46.664279,6856070102.383069,0.2261,10585639145.06,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
17,29470,Ethena USDe,USDe,ethena-usde,256,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6302830416.684977,6302830416.684977,True,6294026323.02,,18,,,,2026-01-02T13:36:00.000Z,0.9986031523809186,56537205.53235656,-1.1068,0.00134633,0.03490974,-0.00673067,-0.09740861,-0.07525789,-0.19225882,6294026323.023956,0.2075,6294026323.02,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-01-02 13:38:02.943607
18,2,Litecoin,LTC,litecoin,1485,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'privacy', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",84000000.0,76693195.73347135,84000000.0,False,6722831923.22,,19,,,,2026-01-02T13:37:00.000Z,80.0337133716704,305577389.9787407,12.3302,0.26617121,2.91706479,3.54346553,-6.20654908,-12.97956645,-32.49050991,6138041244.890061,0.2024,6722831923.22,,2026-01-02T13:37:00.000Z,,,,,,2026-01-02 13:38:02.943607
19,20947,Sui,SUI,sui,877,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3792183074.7738876,10000000000.0,False,15202953531.48,,20,3792183074.77,5765238306.859569,,2026-01-02T13:36:00.000Z,1.520295353148064,526348933.7080435,23.7037,0.66073171,8.21897995,8.04582158,-11.18355785,-30.17097308,-57.26096737,5765238306.8654785,0.1901,15202953531.48,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
20,5805,Avalanche,AVAX,avalanche,1030,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",715748719.0,430108675.4388058,461777775.4388058,False,6178802154.72,,21,,,,2026-01-02T13:36:00.000Z,13.380466716600619,603498724.5596269,177.5004,-0.00012189,8.26513749,7.37391032,-5.63401614,-23.65930864,-56.09704973,5755054816.23012,0.1898,9577051912.03,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
21,37263,Canton,CC,canton-network,58,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,36886351621.29408,36886351621.29408,True,5613625526.57,,22,36882806616.49,5613086022.703853,,2026-01-02T13:36:00.000Z,0.15218706323163292,61807566.59087704,9.9068,-3.23965442,-12.96490703,58.27573586,88.86356978,0.34799564,0.34799564,5613625526.574128,0.1851,5613625526.57,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
22,4943,Dai,DAI,multi-collateral-dai,3656,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem']",,5365382702.664872,5365382702.664872,True,5362506194.56,,23,,,,2026-01-02T13:37:00.000Z,0.9994638764350581,83901034.3082445,-4.7085,-0.01422952,-0.00782615,-0.04185644,-0.03442771,-0.04209843,-0.02832614,5362506194.563042,0.1768,5362506194.56,,2026-01-02T13:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2026-01-02 13:38:02.943607
23,4642,Hedera,HBAR,hedera,409,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50000000000.0,42776708614.54322,50000000000.0,False,5987502263.14,,24,,,,2026-01-02T13:37:00.000Z,0.1197500452628439,152146561.61708996,18.7113,1.02717171,10.84578551,5.35608819,-17.52307333,-34.4274912,-45.65566389,5122512792.787035,0.1689,5987502263.14,,2026-01-02T13:37:00.000Z,,,,,,2026-01-02 13:38:02.943607
24,5994,Shiba Inu,SHIB,shiba-inu,1028,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'bnb-chain-ecosystem', 'base-ecosystem', 'animal-memes', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",589552695333683.0,589244061869948.4,589500546517452.8,False,4562888532.72,,25,589551575078137.0,4563283507.134102,,2026-01-02T13:37:00.000Z,7.740261751534293e-06,152694477.08569112,56.7831,2.40848496,10.19681826,7.23496663,-13.57477476,-19.56471097,-37.9126444,4560903274.410668,0.1504,4563292178.21,,2026-01-02T13:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2026-01-02 13:38:02.943607
25,11419,Toncoin,TON,toncoin,844,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing']",,2416300630.499587,5150106192.770383,True,8897576915.67,,26,,,,2026-01-02T13:36:00.000Z,1.7276492139445399,97823414.18385254,-16.4209,0.84748789,2.83916283,12.41033772,7.76192095,-20.65650681,-38.58954223,4174519884.9363074,0.1376,8897576915.67,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
26,33251,World Liberty Financial,WLFI,world-liberty-financial-wlfi,393,2024-10-01T02:34:47.000Z,"['defi', 'ethereum-ecosystem', 'solana-ecosystem', 'bnb-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",100000000000.0,26735545094.0,100000000000.0,False,15287316706.07,,27,,,,2026-01-02T13:36:00.000Z,0.15287316706070087,75837929.60942781,27.8804,2.14367324,5.08364231,8.32188964,-5.42363243,24.4564529,-24.18273383,4087147451.6139636,0.1348,15287316706.07,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,2026-01-02 13:38:02.943607
27,7083,Uniswap,UNI,uniswap,1370,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",,630275562.7469889,899910420.0370889,False,5243200167.84,,28,,,0.91593912,2026-01-02T13:37:00.000Z,5.8263578808432825,284668227.85131335,3.6579,0.28894762,2.90981007,-1.84399811,-3.79575094,8.00101128,-27.35215818,3672210992.1138535,0.1211,5243200167.84,4009230441.0,2026-01-02T13:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2026-01-02 13:38:02.943607
28,3635,Cronos,CRO,cronos,335,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'centralized-exchange', 'mobile', 'payments', 'layer-1']",100000000000.0,38582500208.012634,98282500828.60431,False,9326400230.54,,29,97393210558.0,9242012095.162794,,2026-01-02T13:37:00.000Z,0.09489380257835277,14959167.77489577,-35.8693,0.04766247,4.30031377,1.93553883,-14.23003751,-30.27032371,-55.09976439,3661240157.7184057,0.1207,9489380257.84,,2026-01-02T13:37:00.000Z,,,,,,2026-01-02 13:38:02.943607
29,27772,PayPal USD,PYUSD,paypal-usd,145,2023-08-21T14:30:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'usd-stablecoin', 'fiat-stablecoin']",,3612379000.580149,3612379000.580149,False,3611062443.65,,30,,,,2026-01-02T13:36:00.000Z,0.9996355429681886,163744064.60661095,-3.4006,0.00351707,-0.01061199,0.01224969,0.00148389,-0.00487013,-0.00734282,3611062443.6518197,0.1191,3611062443.65,,2026-01-02T13:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2026-01-02 13:38:02.943607
30,6636,Polkadot,DOT,polkadot-new,1004,2020-08-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'arbitrum-ecosystem', 'spartan-group', 'optimism-ecosystem', 'osmosis-ecosystem', 'base-ecosystem', 'gnosis-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",,1651343713.679952,1651343713.679952,True,3288243125.33,,31,,,,2026-01-02T13:36:00.000Z,1.9912530008682303,258277811.89909577,104.7867,0.3595595,9.03259794,15.42499436,-12.99811642,-28.08195781,-53.00649001,3288243125.330092,0.1084,3288243125.33,,2026-01-02T13:36:00.000Z,,,,,,2026-01-02 13:38:02.943607
